dataset,seed,method,window_id,A_r,B_r,U_r,m_by_client
sensorscope,30003,raven,97,"[""client-000"", ""client-001"", ""client-002"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-005"", ""client-007""]","{""client-000"": 4.380722780326874, ""client-001"": 5.376341594037528, ""client-002"": 10.404270116093203, ""client-003"": 1.418764106739982, ""client-005"": 2.837528213479965, ""client-007"": 3.976218978629393}"
sensorscope,30003,raven,98,"[""client-000"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-000"", ""client-004""]","{""client-000"": 13.358032259487489, ""client-001"": 7.157067613504855, ""client-002"": 2.599225495702635, ""client-003"": 2.3856892045016185, ""client-004"": 1.1814661344102888, ""client-005"": 0.39761486741693647}"
sensorscope,30003,raven,99,"[""client-001"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-007""]","{""client-000"": 2.604705314254646, ""client-001"": 4.262245059689421, ""client-002"": 5.209410628509292, ""client-003"": 2.8414967064596137, ""client-004"": 3.9802428800424092, ""client-005"": 2.8414967064596146, ""client-006"": 1.393085008014843, ""client-007"": 0.7960485760084819}"
sensorscope,30003,raven_wo_design,0,"[""client-001"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-005"", ""client-007""]","{""client-000"": 5.0, ""client-001"": 10.0, ""client-002"": 15.0, ""client-004"": 5.0, ""client-005"": 5.0, ""client-007"": 10.0}"
sensorscope,30003,raven_wo_design,1,"[""client-000"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-004"", ""client-005"", ""client-007""]","{""client-000"": 3.075858672205212, ""client-001"": 2.6074367692357816, ""client-004"": 9.227576016615636, ""client-005"": 8.718705640623998, ""client-006"": 2.7504721000514003, ""client-007"": 6.151717344410424}"
sensorscope,30003,raven_wo_design,2,"[""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-007""]","[""client-007""]","{""client-000"": 3.308554509052654, ""client-001"": 3.114639362904453, ""client-003"": 3.114639362904453, ""client-005"": 3.308554509052654, ""client-007"": 6.617109018105308}"
sensorscope,30003,raven_wo_design,3,"[""client-001"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-001"", ""client-003"", ""client-004""]","{""client-000"": 3.6526464217037327, ""client-001"": 7.139173275494526, ""client-002"": 7.058074371172081, ""client-003"": 3.5290371855860405, ""client-004"": 7.058074371172081, ""client-007"": 3.569586637747263}"
sensorscope,30003,raven_wo_design,4,"[""client-000"", ""client-001"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-007""]","{""client-000"": 6.7352057025981145, ""client-001"": 3.801441203549234, ""client-004"": 4.047318447642496, ""client-005"": 3.3676028512990572, ""client-006"": 4.047318447642496, ""client-007"": 3.3676028512990572}"
sensorscope,30003,raven_wo_design,5,"[""client-003"", ""client-004"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-003"", ""client-004"", ""client-006""]","{""client-000"": 4.439252637373531, ""client-002"": 4.439252637373531, ""client-003"": 10.35734076314294, ""client-004"": 3.4524469210476467, ""client-006"": 3.4524469210476467, ""client-007"": 7.490152816602602}"
sensorscope,30003,raven_wo_design,6,"[""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-004"", ""client-005""]","{""client-000"": 3.4829293214367194, ""client-001"": 4.313791139227648, ""client-003"": 4.313791139227648, ""client-004"": 3.7337027033352346, ""client-005"": 3.7337027033352346, ""client-006"": 8.627582278455296}"
sensorscope,30003,raven_wo_design,7,"[""client-000"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-005"", ""client-006"", ""client-007""]","{""client-000"": 10.671892552975873, ""client-001"": 3.725754974924553, ""client-002"": 3.725754974924553, ""client-003"": 10.671892552975873, ""client-004"": 3.725754974924553, ""client-005"": 4.096691386426604, ""client-006"": 3.725754974924553, ""client-007"": 7.114595035317249}"
sensorscope,30003,raven_wo_design,8,"[""client-000""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000""]","{""client-000"": 3.4518801172667906, ""client-002"": 7.1519989251932, ""client-003"": 6.903760234533581, ""client-004"": 3.8434057707534452, ""client-006"": 6.903760234533581, ""client-007"": 3.5759994625966}"
sensorscope,30003,raven_wo_design,9,"[""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-005"", ""client-006"", ""client-007""]","{""client-001"": 3.565802916012848, ""client-002"": 3.7493471265430243, ""client-004"": 10.697408748038544, ""client-005"": 6.789023939729139, ""client-006"": 3.3945119698645696, ""client-007"": 3.3945119698645696}"
sensorscope,30003,raven_wo_design,10,"[""client-004""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005""]","[""client-004""]","{""client-000"": 7.129573493610168, ""client-001"": 6.769063536323653, ""client-003"": 3.564786746805084, ""client-004"": 10.694360240415252, ""client-005"": 7.129573493610168}"
sensorscope,30003,raven_wo_design,11,"[""client-001"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-006""]","{""client-000"": 10.50587462731492, ""client-001"": 9.990355370715275, ""client-002"": 6.660236913810183, ""client-003"": 3.3301184569050917, ""client-004"": 3.3301184569050917, ""client-005"": 6.660236913810183, ""client-006"": 6.660236913810183}"
sensorscope,30003,raven_wo_design,12,"[""client-005"", ""client-006""]","[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-005"", ""client-006""]","{""client-001"": 10.199163171519194, ""client-003"": 7.236768194436994, ""client-004"": 9.597956149776367, ""client-005"": 7.236768194436994, ""client-006"": 6.398637433184245}"
sensorscope,30003,raven_wo_design,13,"[""client-001"", ""client-002"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-007""]","{""client-000"": 3.3427409258201113, ""client-001"": 10.028222777460334, ""client-002"": 10.028222777460334, ""client-003"": 6.154693609141162, ""client-004"": 3.3427409258201113, ""client-005"": 3.077346804570581, ""client-006"": 10.028222777460334, ""client-007"": 9.232040413711744}"
sensorscope,30003,raven_wo_design,14,[],"[""client-000"", ""client-002"", ""client-005"", ""client-007""]",[],"{""client-000"": 3.2073611503863835, ""client-002"": 5.900229486067821, ""client-005"": 8.850344229101731, ""client-007"": 3.2073611503863835}"
sensorscope,30003,raven_wo_design,15,"[""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-007""]","{""client-000"": 6.527751936409009, ""client-001"": 5.828397893662275, ""client-002"": 3.2638759682045047, ""client-003"": 11.032291117751827, ""client-004"": 6.527751936409009, ""client-005"": 5.828397893662275, ""client-006"": 5.828397893662275, ""client-007"": 2.9141989468311373}"
sensorscope,30003,raven_wo_design,16,"[""client-007""]","[""client-001"", ""client-004"", ""client-006"", ""client-007""]","[""client-007""]","{""client-001"": 9.521920159657865, ""client-004"": 2.806303567840672, ""client-006"": 5.612607135681344, ""client-007"": 8.418910703522016}"
sensorscope,30003,raven_wo_design,17,"[""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-005""]","{""client-000"": 3.7546383175925304, ""client-001"": 7.509276635185061, ""client-002"": 5.586406662161547, ""client-003"": 6.445054153564233, ""client-004"": 2.7932033310807736, ""client-005"": 4.4141461492272684, ""client-007"": 8.37960999324232}"
sensorscope,30003,raven_wo_design,18,"[""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-004"", ""client-005"", ""client-007""]","{""client-001"": 7.506164130831393, ""client-002"": 7.506164130831393, ""client-003"": 3.181068767576919, ""client-004"": 2.7279038023086386, ""client-005"": 3.181068767576919, ""client-007"": 3.181068767576919}"
sensorscope,30003,raven_wo_design,19,"[""client-002"", ""client-003"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-002"", ""client-003"", ""client-006""]","{""client-001"": 4.52709713704575, ""client-002"": 3.7773180475174346, ""client-003"": 3.1869246117578656, ""client-004"": 3.1869246117578656, ""client-005"": 7.554636095034869, ""client-006"": 5.444070269004556}"
sensorscope,30003,raven_wo_design,20,"[""client-000"", ""client-001"", ""client-003""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-003""]","{""client-000"": 6.419260403957823, ""client-001"": 7.654571190959365, ""client-003"": 2.726909243729584, ""client-004"": 3.2096302019789116, ""client-005"": 2.726909243729584, ""client-007"": 6.419260403957823}"
sensorscope,30003,raven_wo_design,21,"[""client-000"", ""client-001"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-005"", ""client-007""]","{""client-000"": 2.743459227505963, ""client-001"": 2.743459227505963, ""client-002"": 5.486918455011926, ""client-003"": 5.486918455011926, ""client-004"": 2.743459227505963, ""client-005"": 5.486918455011926, ""client-007"": 5.486918455011926}"
sensorscope,30003,raven_wo_design,22,"[""client-000"", ""client-001"", ""client-002"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-006"", ""client-007""]","{""client-000"": 3.234565674694886, ""client-001"": 6.469131349389772, ""client-002"": 6.469131349389772, ""client-004"": 3.8427233018694977, ""client-005"": 2.756514167678864, ""client-006"": 3.234565674694886, ""client-007"": 3.234565674694886}"
sensorscope,30003,raven_wo_design,23,"[""client-000"", ""client-002"", ""client-004"", ""client-005""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-002"", ""client-004"", ""client-005""]","{""client-000"": 5.521626109692252, ""client-002"": 5.521626109692252, ""client-003"": 8.282439164538378, ""client-004"": 2.760813054846126, ""client-005"": 3.242489325868182, ""client-007"": 11.567789231444872}"
sensorscope,30003,raven_wo_design,24,"[""client-000"", ""client-002"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-005"", ""client-007""]","[""client-000"", ""client-002"", ""client-005""]","{""client-000"": 5.513194385872783, ""client-001"": 8.269791578809174, ""client-002"": 3.8457679452289293, ""client-005"": 5.513194385872783, ""client-007"": 4.622122487467907}"
sensorscope,30003,raven_wo_design,25,"[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006""]","{""client-000"": 2.757824018523941, ""client-001"": 3.2388434034558853, ""client-002"": 6.477686806911771, ""client-003"": 3.851491237107399, ""client-004"": 5.515648037047882, ""client-005"": 9.716530210367656, ""client-006"": 2.757824018523941, ""client-007"": 6.477686806911771}"
sensorscope,30003,raven_wo_design,26,"[""client-000"", ""client-001""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005""]","[""client-000"", ""client-001""]","{""client-000"": 5.478452199411704, ""client-001"": 8.217678299117555, ""client-002"": 6.428882608957441, ""client-003"": 5.478452199411704, ""client-005"": 2.739226099705852}"
sensorscope,30003,raven_wo_design,27,"[""client-001"", ""client-003""]","[""client-001"", ""client-002"", ""client-003"", ""client-005""]","[""client-001"", ""client-003""]","{""client-001"": 9.62301242831083, ""client-002"": 6.415341618873887, ""client-003"": 2.7279553371824603, ""client-005"": 4.603611132610736}"
sensorscope,30003,raven_wo_design,28,"[""client-002"", ""client-005"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-006""]","{""client-001"": 3.888761491392786, ""client-002"": 2.7353024155613, ""client-003"": 3.2389450180820356, ""client-004"": 6.477890036164071, ""client-005"": 6.477890036164071, ""client-006"": 5.4706048311226, ""client-007"": 4.727176365100055}"
sensorscope,30003,raven_wo_design,29,"[""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-002"", ""client-003"", ""client-004"", ""client-005""]","{""client-001"": 5.4890267075333465, ""client-002"": 3.249916594681674, ""client-003"": 9.749749784045022, ""client-004"": 3.249916594681674, ""client-005"": 3.249916594681674}"
sensorscope,30003,raven_wo_design,30,"[""client-005"", ""client-007""]","[""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-005"", ""client-007""]","{""client-002"": 6.515951944799631, ""client-004"": 2.7422620309932375, ""client-005"": 5.484524061986475, ""client-006"": 3.2579759723998154, ""client-007"": 3.2579759723998154}"
